IDORGANIZATION;IDMONTH;IDYEAR;FLOW;LOSE;ADDITION
772;1;3;3112;31;0
772;3;4;2915;31;0
772;12;2;3070;31;0
772;3;3;2040;31;0
772;1;4;3224;31;0
772;12;3;1885;31;0
773;5;4;100;0;0
773;5;4;100;0;0
773;10;5;267;0;0
773;11;5;1525;0;0
773;11;6;2253;0;0
773;2;8;1927;0;0
773;10;9;1543;0;0
773;1;4;2431;0;0
773;10;6;317;1;0
773;11;1;2000;6;0
773;10;7;1008;9;0
773;10;8;1136;13;0
773;10;4;414;14;0
773;4;5;1117;15;0
773;2;2;3624;15;0
773;2;3;3365;15;0
773;2;4;3056;15;0
773;2;5;2956;16;0
773;2;7;2641;16;0
773;4;2;871;16;0
773;2;9;2456;16;0
773;10;2;1546;16;0
773;11;2;1417;16;0
773;4;3;1750;16;0
773;10;3;628;16;0
773;11;3;2772;16;0
773;4;4;1225;16;0
773;11;4;1582;17;0
773;12;1;1113;17;0
773;3;2;617;17;0
773;10;1;1267;17;0
773;2;6;2590;17;0
773;4;6;1088;17;0
773;1;2;3868;17;0
773;4;8;804;17;0
773;11;7;2097;17;0
773;11;8;1889;17;0
773;4;9;1292;17;0
773;1;3;3212;17;0
773;3;4;2560;17;0
773;12;2;3415;17;0
773;3;3;1889;17;0
773;12;3;2045;17;0
773;12;4;3200;18;0
773;1;5;2947;18;0
773;3;5;1942;18;0
773;12;5;2700;18;0
773;1;6;2035;18;0
773;3;6;1890;18;0
773;12;6;2409;18;0
773;1;7;3222;18;0
773;3;7;2514;18;0
773;12;7;4090;18;0
773;1;8;1367;18;0
773;3;8;1401;18;0
773;12;8;2279;18;0
773;1;9;3615;18;0
773;3;9;1841;18;0
774;5;5;271;0;0
774;10;5;676;0;0
774;11;5;1918;0;0
774;11;6;2475;0;0
774;4;2;86;6;0
774;11;1;1999;8;0
774;10;6;707;10;0
774;10;4;384;12;0
774;10;8;1460;12;0
774;10;9;1576;12;0
774;10;2;557;12;0
774;4;5;1509;13;0
774;4;8;728;14;0
774;2;5;3813;15;0
774;2;6;3145;15;0
774;2;7;3410;15;0
774;2;8;2689;15;0
774;2;9;3711;15;0
774;2;3;4694;15;0
774;2;4;3813;15;0
774;10;3;808;15;0
774;11;4;2200;16;0
774;12;4;4800;16;0
774;12;1;2299;16;0
774;1;5;2111;16;0
774;3;5;2935;16;0
774;12;5;3400;16;0
774;1;6;2752;16;0
774;10;1;385;16;0
774;3;6;2380;16;0
774;4;6;1488;16;0
774;12;6;1997;16;0
774;1;7;5269;16;0
774;2;2;1558;16;0
774;3;7;3395;16;0
774;3;2;2474;16;0
774;1;2;3300;16;0
774;12;7;2634;16;0
774;1;8;4377;16;0
774;3;8;3392;16;0
774;11;7;2683;16;0
774;11;8;2389;16;0
774;12;8;2495;16;0
774;1;9;5502;16;0
774;3;9;2041;16;0
774;4;9;676;16;0
774;1;3;3896;16;0
774;3;4;3596;16;0
774;11;2;2587;16;0
774;12;2;4114;16;0
774;3;3;2549;16;0
774;1;4;2074;16;0
774;4;3;2250;16;0
774;12;3;4754;16;0
774;11;3;2390;16;0
774;4;4;2056;16;0
774;10;7;1770;17;0
775;5;4;662;0;0
775;5;4;662;0;0
775;6;4;528;0;0
775;7;4;333;0;0
775;8;4;576;0;0
775;9;4;699;0;0
775;10;4;1649;0;0
775;12;1;6713;0;0
775;5;5;887;0;0
775;6;5;691;0;0
775;10;5;2622;0;0
775;11;5;5115;0;0
775;10;1;4288;0;0
775;11;1;6407;0;0
775;11;6;4388;0;0
775;2;2;6889;0;0
775;3;2;5608;0;0
775;1;2;8640;0;0
775;4;2;1334;0;0
775;5;2;604;0;0
775;6;2;548;0;0
775;8;2;337;0;0
775;12;8;5289;0;0
775;10;9;1838;0;0
775;7;2;560;0;0
775;1;9;14891;0;0
775;11;2;6555;0;0
775;2;9;7968;0;0
775;9;2;1013;0;0
775;3;9;6901;0;0
775;4;9;3713;0;0
775;5;9;2988;0;0
775;6;9;242;0;0
775;1;3;9269;0;0
775;3;4;7515;0;0
775;10;2;1964;0;0
775;7;3;521;0;0
775;12;2;8550;0;0
775;3;3;5931;0;0
775;1;4;5667;0;0
775;2;3;8693;0;0
775;8;3;628;0;0
775;2;4;7124;0;0
775;4;3;5035;0;0
775;9;3;622;0;0
775;10;3;2383;0;0
775;11;3;5677;0;0
775;5;3;328;0;0
775;12;3;10494;0;0
775;6;3;571;0;0
775;4;4;4491;0;0
775;11;4;5838;1;0
775;12;4;11000;1;0
775;1;5;3752;1;0
775;2;5;7583;1;0
775;3;5;6164;1;0
775;4;5;4199;1;0
775;7;5;241;1;0
775;9;5;334;1;0
775;12;5;9000;1;0
775;1;6;7580;1;0
775;2;6;7985;1;0
775;3;6;6128;1;0
775;4;6;3860;1;0
775;5;6;1774;1;0
775;6;6;983;1;0
775;7;6;711;1;0
775;8;6;717;1;0
775;9;6;622;1;0
775;10;6;2450;1;0
775;12;6;5300;1;0
775;1;7;14626;1;0
775;2;7;7719;1;0
775;3;7;8087;1;0
775;6;7;461;1;0
775;7;7;479;1;0
775;8;7;968;1;0
775;9;7;1319;1;0
775;12;7;7613;1;0
775;1;8;9847;1;0
775;2;8;8115;1;0
775;3;8;5718;1;0
775;4;8;3997;1;0
775;5;8;823;1;0
775;6;8;679;1;0
775;10;7;2610;1;0
775;11;7;5447;1;0
775;7;8;681;1;0
775;8;8;673;1;0
775;9;8;794;1;0
775;10;8;3060;1;0
775;11;8;6211;1;0
776;5;5;376;0;0
776;10;5;282;0;0
776;11;5;2213;0;0
776;11;6;3457;0;0
776;12;7;7432;0;0
776;10;6;778;13;0
776;4;2;1839;13;0
776;4;6;893;16;0
776;11;1;3040;19;0
776;4;8;1949;20;0
776;10;8;1487;22;0
776;10;2;1431;22;0
776;10;9;2286;23;0
776;10;4;125;24;0
776;10;3;954;24;0
776;4;5;1317;26;0
776;10;7;984;26;0
776;4;9;2811;27;0
776;2;5;5436;30;0
776;2;7;5567;30;0
776;2;2;7000;30;0
776;2;8;5203;30;0
776;2;9;6386;30;0
776;2;3;6512;30;0
776;2;4;6566;30;0
776;2;6;5755;31;0
776;11;4;3222;32;0
776;11;7;3741;32;0
776;11;8;3870;32;0
776;11;2;3706;32;0
776;4;3;1943;32;0
776;11;3;3587;32;0
776;4;4;1678;32;0
776;12;4;7200;33;0
776;12;1;4858;33;0
776;1;5;6383;33;0
776;3;5;3928;33;0
776;12;5;4500;33;0
776;1;6;6393;33;0
776;10;1;2090;33;0
776;3;6;3290;33;0
776;12;6;3222;33;0
776;1;7;9096;33;0
776;3;7;4866;33;0
776;3;2;1709;33;0
776;1;2;5678;33;0
776;1;8;4607;33;0
776;3;8;5192;33;0
776;12;8;5996;33;0
776;1;9;6017;33;0
776;3;9;4012;33;0
776;1;3;6171;33;0
776;3;4;4758;33;0
776;12;2;5076;33;0
776;3;3;3878;33;0
776;1;4;4537;33;0
776;12;3;6107;33;0
777;12;4;1800;0;0
777;12;1;1397;0;0
777;1;5;2361;0;0
777;2;5;1652;0;0
777;3;5;1265;0;0
777;3;2;932;0;0
777;4;5;631;0;0
777;5;5;102;0;0
777;11;5;912;0;0
777;12;5;1900;0;0
777;1;6;1421;0;0
777;10;1;740;0;0
777;2;6;1744;0;0
777;3;6;1150;0;0
777;4;6;565;0;0
777;11;1;1100;0;0
777;10;6;225;0;0
777;11;6;1093;0;0
777;12;6;1017;0;0
777;1;7;2395;0;0
777;2;7;1519;0;0
777;2;2;610;0;0
777;3;7;1275;0;0
777;1;2;3583;0;0
777;12;7;1785;0;0
777;1;8;1556;0;0
777;2;8;1202;0;0
777;4;2;705;0;0
777;3;8;1195;0;0
777;4;8;575;0;0
777;10;7;408;0;0
777;11;7;993;0;0
777;10;8;314;0;0
777;11;8;1486;0;0
777;12;8;1554;0;0
777;10;9;445;0;0
777;1;9;783;0;0
777;2;9;1921;0;0
777;3;9;1374;0;0
777;4;9;230;0;0
777;1;3;2291;0;0
777;3;4;1353;0;0
777;10;2;299;0;0
777;11;2;1444;0;0
777;12;2;2322;0;0
777;3;3;1604;0;0
777;1;4;1610;0;0
777;2;3;2700;0;0
777;2;4;2674;0;0
777;4;3;879;0;0
777;11;3;840;0;0
777;12;3;1786;0;0
777;4;4;966;0;0
777;11;4;1079;1;0
778;10;4;436;0;0
778;11;4;1575;0;0
778;12;4;2100;0;0
778;12;1;2072;0;0
778;1;5;2353;0;0
778;2;5;2438;0;0
778;3;5;1680;0;0
778;5;5;248;0;0
778;10;5;543;0;0
778;12;5;2300;0;0
778;1;6;1626;0;0
778;10;1;676;0;0
778;2;6;2068;0;0
778;3;6;1575;0;0
778;4;6;1181;0;0
778;11;1;1510;0;0
778;10;6;428;0;0
778;11;6;1344;0;0
778;12;6;1462;0;0
778;1;7;3533;0;0
778;2;7;2027;0;0
778;2;2;1895;0;0
778;3;7;1955;0;0
778;3;2;1476;0;0
778;1;2;2478;0;0
778;12;7;2126;0;0
778;1;8;1897;0;0
778;2;8;1664;0;0
778;4;2;374;0;0
778;3;8;1501;0;0
778;4;8;1307;0;0
778;10;7;920;0;0
778;11;7;1743;0;0
778;10;8;887;0;0
778;11;8;1438;0;0
778;12;8;1690;0;0
778;10;9;510;0;0
778;1;9;1505;0;0
778;2;9;2279;0;0
778;3;9;1412;0;0
778;4;9;1122;0;0
778;1;3;2332;0;0
778;3;4;2100;0;0
778;10;2;714;0;0
778;11;2;1586;0;0
778;12;2;2205;0;0
778;3;3;1698;0;0
778;1;4;2226;0;0
778;2;3;2671;0;0
778;2;4;2586;0;0
778;4;3;1723;0;0
778;10;3;602;0;0
778;11;3;1450;0;0
778;12;3;1630;0;0
778;4;4;1306;0;0
779;12;4;952;0;0
779;1;5;913;0;0
779;2;5;735;0;0
779;3;5;380;0;0
779;12;5;988;0;0
779;1;6;908;0;0
779;10;1;227;0;0
779;2;6;745;0;0
779;3;6;94;0;0
779;11;6;374;0;0
779;12;6;998;0;0
779;1;7;1008;0;0
779;2;7;840;0;0
779;3;7;697;0;0
779;1;2;2313;0;0
779;12;7;780;0;0
779;1;8;787;0;0
779;2;8;635;0;0
779;3;8;624;0;0
779;12;8;785;0;0
779;10;9;0;0;0
779;1;9;824;0;0
779;2;9;682;0;0
779;3;9;655;0;0
779;3;4;707;0;0
779;4;3;329;0;0
779;4;2;809;6;0
779;10;3;1000;7;0
779;11;1;2174;12;0
779;2;3;2712;14;0
779;2;4;2769;14;0
779;11;2;2502;15;0
779;12;1;2336;16;0
779;2;2;2339;16;0
779;3;2;2056;16;0
779;1;3;2841;16;0
779;12;2;3033;16;0
779;3;3;2504;16;0
779;1;4;2738;16;0
779;12;3;3899;16;0
779;10;2;1095;20;0
779;11;3;2196;21;0
780;12;4;639;0;0
780;1;5;735;0;0
780;2;5;466;0;0
780;3;5;543;0;0
780;3;2;904;0;0
780;4;5;93;0;0
780;11;5;365;0;0
780;12;5;461;0;0
780;1;6;624;0;0
780;2;6;569;0;0
780;4;6;256;0;0
780;12;6;260;0;0
780;1;7;931;0;0
780;2;7;536;0;0
780;3;7;545;0;0
780;12;7;188;0;0
780;2;2;336;0;0
780;1;8;;0;0
780;2;8;300;0;0
780;3;8;1638;0;0
780;11;7;189;0;0
780;10;8;70;0;0
780;11;8;205;0;0
780;12;8;492;0;0
780;10;9;0;0;0
780;1;9;343;0;0
780;3;9;312;0;0
780;4;9;616;0;0
780;1;3;633;0;0
780;3;4;599;0;0
780;11;2;266;0;0
780;12;2;512;0;0
780;3;3;282;0;0
780;1;4;633;0;0
780;2;3;713;0;0
780;2;4;572;0;0
780;4;3;174;0;0
780;12;3;440;0;0
780;11;3;116;16;0
782;5;4;122;0;0
782;5;4;122;0;0
782;6;4;131;0;0
782;7;4;150;0;0
782;8;4;100;0;0
782;9;4;153;0;0
782;10;4;153;0;0
782;11;4;468;0;0
782;12;4;1115;0;0
782;1;5;1258;0;0
782;2;5;871;0;0
782;3;5;1040;0;0
782;4;5;408;0;0
782;5;5;313;0;0
782;6;5;296;0;0
782;7;5;200;0;0
782;8;5;200;0;0
782;9;5;204;0;0
782;10;5;204;0;0
782;11;5;520;0;0
782;12;5;485;0;0
782;1;6;1400;0;0
782;2;6;1155;0;0
782;3;6;1560;0;0
782;4;6;816;0;0
782;5;6;612;0;0
782;6;6;303;0;0
782;7;6;300;0;0
782;9;6;306;0;0
782;10;6;306;0;0
782;11;6;728;0;0
782;12;6;6240;0;0
782;1;7;1575;0;0
782;2;7;787;0;0
782;3;7;832;0;0
782;6;7;101;0;0
782;8;7;200;0;0
782;9;7;204;0;0
782;12;7;718;0;0
782;1;8;1550;0;0
782;2;8;920;0;0
782;3;8;621;0;0
782;4;8;408;0;0
782;5;8;306;0;0
782;10;7;306;0;0
782;11;7;312;0;0
782;7;8;250;0;0
782;8;8;200;0;0
782;9;8;204;0;0
782;11;8;322;0;0
782;12;8;1117;0;0
782;10;9;357;0;0
782;1;9;1619;0;0
782;2;9;787;0;0
782;3;9;832;0;0
782;4;9;408;0;0
782;5;9;306;0;0
782;6;9;152;0;0
782;7;9;200;0;0
782;8;9;200;0;0
782;9;9;204;0;0
782;3;4;1092;0;0
782;1;4;1475;0;0
782;2;4;735;0;0
782;12;3;5900;0;0
782;4;4;306;0;0
782;8;6;300;0;0
783;11;4;100;0;0
783;12;4;112;0;0
783;1;5;135;0;0
783;2;5;134;0;0
783;3;5;66;0;0
783;4;5;34;0;0
783;11;5;70;0;0
783;12;5;88;0;0
783;1;6;124;0;0
783;4;6;32;0;0
783;11;6;92;0;0
783;12;6;102;0;0
783;1;7;139;0;0
783;2;7;134;0;0
783;3;7;116;0;0
783;12;7;115;0;0
783;1;8;128;0;0
783;2;8;139;0;0
783;3;8;105;0;0
783;4;8;48;0;0
783;11;7;40;0;0
783;11;8;28;0;0
783;10;9;0;0;0
783;1;9;253;0;0
783;2;9;184;0;0
783;3;9;79;0;0
783;4;9;43;0;0
783;3;4;131;0;0
783;1;4;194;0;0
783;2;4;119;0;0
783;10;3;29;0;0
783;11;3;95;0;0
783;12;3;103;0;0
783;4;4;30;0;0
784;5;4;1368;0;0
784;5;4;1368;0;0
784;11;4;504;0;0
784;12;4;764;0;0
784;1;5;530;0;0
784;2;5;525;0;0
784;3;5;520;0;0
784;4;5;91;0;0
784;11;5;400;0;0
784;12;5;598;0;0
784;1;6;504;0;0
784;4;6;430;0;0
784;1;7;693;0;0
784;2;7;593;0;0
784;12;7;620;0;0
784;1;8;529;0;0
784;2;8;723;0;0
784;3;8;417;0;0
784;4;8;291;0;0
784;11;7;657;0;0
784;10;8;133;0;0
784;11;8;348;0;0
784;12;8;600;0;0
784;10;9;0;0;0
784;1;9;696;0;0
784;2;9;756;0;0
784;3;9;458;0;0
784;4;9;388;0;0
784;3;4;1200;0;0
785;1;8;1546;0;0
785;2;8;1110;0;0
785;3;8;1119;0;0
785;4;8;365;0;0
785;10;7;536;0;0
785;7;8;15;0;0
785;10;8;76;0;0
785;10;9;566;0;0
785;1;9;0;0;0
785;2;9;12407;0;0
785;3;9;19284;0;0
785;4;9;3642;0;0
785;5;9;11596;0;0
785;6;9;32;0;0
785;7;9;11;0;0
785;8;9;11;0;0
785;9;9;14;0;0
786;3;8;682;0;0
786;10;9;0;0;0
786;10;8;181;7;0
786;4;8;226;10;0
786;4;9;213;11;0
786;2;8;1079;15;0
786;2;9;939;15;0
786;11;8;531;16;0
786;1;8;1003;17;0
786;12;8;1117;17;0
786;1;9;674;17;0
786;3;9;545;17;0
787;1;8;307;0;0
787;3;8;244;0;0
787;4;8;155;0;0
787;10;8;54;0;0
787;11;8;131;0;0
787;12;8;263;0;0
787;10;9;69;0;0
787;1;9;173;0;0
787;2;9;258;0;0
787;3;9;163;0;0
787;4;9;88;0;0
787;5;9;11;0;0
788;3;8;80;0;0
788;4;8;15;0;0
788;10;9;0;0;0
788;1;9;0;0;0
789;10;9;60;0;0
789;4;9;153;22;0
789;2;9;1137;29;0
789;12;8;1342;32;0
789;1;9;1259;32;0
789;3;9;577;32;0
789;11;8;1078;43;0
790;10;9;171;0;0
